1,1,7
1,2,6
1,3,10
1,4,6
1,5,4
1,6,4
1,7,6
1,8,9
1,9,7
1,10,10
1,11,7
1,12,8
1,13,6
1,14,6
1,15,4
1,16,10
1,17,8
1,18,9
1,19,6
1,20,8
1,21,4
1,22,10
1,23,6
1,24,10
1,25,7
1,26,8
1,27,7
1,28,10
1,29,10
1,30,4
1,31,10
1,35,4
1,38,4
1,39,9
1,45,8
1,46,7
1,48,9
1,50,10
1,60,8
2,1,7
2,2,8
2,3,9
2,4,7
2,5,6
2,6,8
2,7,10
2,8,10
2,9,8
2,10,6
2,11,9
2,12,10
2,13,10
2,14,8
2,15,9
2,16,10
2,17,10
2,18,4
2,19,9
2,20,9
2,21,8
2,22,9
2,23,4
2,24,8
2,25,8
2,26,7
2,27,8
2,28,7
2,29,6
2,30,4
2,31,9
2,32,6
2,33,6
2,35,9
2,38,10
2,40,7
2,41,6
2,50,7
2,54,10
3,1,4
3,2,8
3,3,10
3,4,4
3,5,10
3,6,8
3,7,10
3,8,6
3,9,8
3,10,8
3,11,10
3,12,8
3,13,8
3,14,9
3,15,4
3,16,10
3,17,9
3,18,6
3,19,9
3,20,10
3,21,10
3,22,6
3,23,8
3,24,8
3,25,7
3,26,10
3,27,8
3,28,7
3,29,6
3,30,10
3,31,6
3,33,10
3,42,8
3,47,8
3,57,9
4,1,9
4,2,9
4,3,10
4,4,8
4,5,8
4,6,10
4,7,8
4,8,4
4,9,8
4,10,7
4,11,4
4,12,8
4,13,7
4,14,8
4,15,7
4,16,8
4,17,7
4,18,8
4,19,6
4,20,7
4,21,4
4,22,9
4,23,7
4,24,8
4,25,10
4,26,8
4,27,8
4,28,9
4,29,6
4,30,8
4,32,4
4,33,9
4,36,8
4,37,6
4,45,10
4,47,4
4,48,4
4,49,6
4,53,10
5,1,8
5,2,10
5,3,10
5,4,6
5,5,7
5,6,6
5,7,4
5,8,4
5,9,11
5,10,7
5,11,9
5,12,7
5,13,8
5,14,8
5,15,9
5,16,7
5,17,10
5,18,6
5,19,11
5,20,7
5,21,9
5,22,8
5,23,4
5,24,4
5,25,6
5,26,6
5,27,4
5,28,7
5,29,4
5,30,6
5,32,4
5,33,6
5,39,6
5,41,7
5,44,8
5,51,9
6,1,6
6,2,9
6,3,8
6,4,4
6,5,8
6,6,8
6,7,4
6,8,10
6,9,7
6,10,6
6,11,10
6,12,8
6,13,9
6,14,8
6,15,4
6,16,10
6,17,9
6,18,6
6,19,6
6,20,4
6,21,11
6,22,7
6,23,7
6,24,6
6,25,4
6,26,8
6,27,8
6,28,6
6,29,7
6,30,10
6,31,8
6,40,8
6,43,10
6,45,4
6,46,9
6,59,10
7,1,9
7,2,6
7,3,8
7,4,9
7,5,4
7,6,9
7,7,6
7,8,4
7,9,6
7,10,9
7,11,4
7,12,8
7,13,4
7,14,10
7,15,6
7,16,10
7,17,10
7,18,8
7,19,7
7,20,9
7,21,8
7,22,6
7,23,10
7,24,8
7,25,10
7,26,4
7,27,7
7,28,4
7,29,8
7,30,7
7,34,4
7,38,9
7,40,6
7,44,6
7,47,6
7,50,7
7,60,9
8,1,7
8,2,4
8,3,6
8,4,9
8,5,10
8,6,6
8,7,10
8,8,4
8,9,4
8,10,6
8,11,10
8,12,4
8,13,6
8,14,9
8,15,9
8,16,4
8,17,8
8,18,4
8,19,10
8,20,6
8,21,7
8,22,9
8,23,4
8,24,4
8,25,4
8,26,6
8,27,7
8,28,9
8,29,7
8,30,4
8,35,8
8,38,10
8,39,6
8,44,7
8,46,9
8,51,9
9,1,4
9,2,4
9,3,7
9,4,9
9,5,8
9,6,9
9,7,10
9,8,4
9,9,8
9,10,7
9,11,7
9,12,7
9,13,6
9,14,8
9,15,11
9,16,11
9,17,4
9,18,10
9,19,8
9,20,10
9,21,4
9,22,7
9,23,9
9,24,8
9,25,6
9,26,4
9,27,10
9,28,9
9,29,6
9,30,4
9,33,7
9,37,7
9,41,10
9,43,8
9,45,10
9,47,6
9,50,9
9,57,10
10,1,10
10,2,9
10,3,8
10,4,7
10,5,9
10,6,7
10,7,4
10,8,4
10,9,6
10,10,6
10,11,8
10,12,9
10,13,8
10,14,6
10,15,4
10,16,4
10,17,7
10,18,6
10,19,8
10,20,7
10,21,4
10,22,10
10,23,6
10,24,6
10,25,8
10,26,8
10,27,7
10,28,9
10,29,9
10,30,9
10,32,7
10,33,9
10,41,7
10,45,7
10,47,7
10,50,8
10,51,10
11,1,4
11,2,7
11,3,7
11,4,8
11,5,8
11,6,8
11,7,9
11,8,10
11,9,6
11,10,4
11,11,7
11,12,8
11,13,8
11,14,8
11,15,8
11,16,8
11,17,4
11,18,4
11,19,7
11,20,7
11,21,7
11,22,7
11,23,6
11,24,8
11,25,6
11,26,8
11,27,8
11,28,6
11,29,10
11,30,4
11,33,9
11,34,9
11,38,7
11,42,8
11,51,10
12,1,8
12,2,8
12,3,6
12,4,8
12,5,7
12,6,6
12,7,9
12,8,6
12,9,8
12,10,9
12,11,4
12,12,7
12,13,9
12,14,7
12,15,4
12,16,10
12,17,7
12,18,7
12,19,8
12,20,4
12,21,8
12,22,7
12,23,10
12,24,10
12,25,8
12,26,9
12,27,6
12,28,4
12,29,4
12,30,4
12,33,6
12,35,9
12,42,8
12,43,10
12,44,4
12,46,8
12,49,9
12,53,8
13,1,4
13,2,4
13,3,6
13,4,6
13,5,8
13,6,8
13,7,7
13,8,9
13,9,8
13,10,7
13,11,9
13,12,7
13,13,9
13,14,9
13,15,11
13,16,8
13,17,7
13,18,8
13,19,8
13,20,4
13,21,8
13,22,6
13,23,8
13,24,6
13,25,7
13,26,6
13,27,6
13,28,6
13,29,4
13,30,6
13,38,10
13,40,6
13,46,4
13,51,7
14,1,7
14,2,6
14,3,9
14,4,6
14,5,10
14,6,4
14,7,6
14,8,4
14,9,10
14,10,8
14,11,9
14,12,4
14,13,7
14,14,9
14,15,8
14,16,9
14,17,8
14,18,9
14,19,8
14,20,4
14,21,6
14,22,7
14,23,6
14,24,10
14,25,7
14,26,7
14,27,7
14,28,9
14,29,6
14,30,4
14,31,4
14,40,6
14,46,8
14,49,4
14,51,9
15,1,10
15,2,9
15,3,9
15,4,10
15,5,11
15,6,7
15,7,4
15,8,7
15,9,6
15,10,7
15,11,4
15,12,8
15,13,10
15,14,9
15,15,7
15,16,7
15,17,10
15,18,6
15,19,8
15,20,6
15,21,4
15,22,7
15,23,7
15,24,10
15,25,4
15,26,9
15,27,4
15,28,9
15,29,10
15,30,9
15,35,10
15,36,10
15,40,7
15,42,9
15,53,9
16,1,4
16,2,9
16,3,8
16,4,10
16,5,10
16,6,8
16,7,4
16,8,10
16,9,10
16,10,7
16,11,7
16,12,9
16,13,7
16,14,7
16,15,9
16,16,6
16,17,7
16,18,8
16,19,6
16,20,4
16,21,10
16,22,11
16,23,8
16,24,6
16,25,10
16,26,4
16,27,10
16,28,4
16,29,9
16,30,10
16,33,7
16,37,7
16,40,9
16,43,7
16,46,7
16,47,9
16,50,8
16,57,10
17,1,10
17,2,7
17,3,9
17,4,10
17,5,7
17,6,9
17,7,8
17,8,9
17,9,4
17,10,8
17,11,4
17,12,7
17,13,9
17,14,8
17,15,4
17,16,9
17,17,8
17,18,10
17,19,10
17,20,10
17,21,6
17,22,9
17,23,10
17,24,8
17,25,8
17,26,7
17,27,7
17,28,9
17,29,8
17,30,9
17,34,10
17,39,9
17,46,7
17,52,9
18,1,9
18,2,6
18,3,7
18,4,11
18,5,6
18,6,8
18,7,7
18,8,10
18,9,7
18,10,6
18,11,6
18,12,10
18,13,10
18,14,8
18,15,8
18,16,4
18,17,6
18,18,8
18,19,8
18,20,7
18,21,6
18,22,8
18,23,9
18,24,4
18,25,8
18,26,8
18,27,6
18,28,10
18,29,4
18,30,9
18,31,9
18,33,7
18,34,8
18,35,4
18,40,7
18,43,8
18,44,7
18,55,6
19,1,4
19,2,8
19,3,8
19,4,8
19,5,6
19,6,4
19,7,10
19,8,7
19,9,9
19,10,7
19,11,6
19,12,8
19,13,10
19,14,6
19,15,4
19,16,9
19,17,4
19,18,10
19,19,9
19,20,4
19,21,4
19,22,9
19,23,8
19,24,7
19,25,11
19,26,10
19,27,7
19,28,9
19,29,9
19,30,4
19,31,6
19,33,10
19,34,4
19,41,4
19,43,6
19,48,4
19,54,10
20,1,4
20,2,9
20,3,7
20,4,4
20,5,4
20,6,10
20,7,7
20,8,7
20,9,4
20,10,4
20,11,7
20,12,8
20,13,6
20,14,10
20,15,9
20,16,7
20,17,6
20,18,10
20,19,9
20,20,6
20,21,8
20,22,8
20,23,8
20,24,7
20,25,8
20,26,6
20,27,7
20,28,4
20,29,4
20,30,6
20,32,7
20,33,8
20,40,10
20,43,10
20,44,10
20,56,9
21,1,9
21,2,9
21,3,6
21,4,9
21,5,8
21,6,9
21,7,4
21,8,6
21,9,6
21,10,6
21,11,4
21,12,8
21,13,4
21,14,7
21,15,4
21,16,9
21,17,9
21,18,9
21,19,6
21,20,9
21,21,4
21,22,9
21,23,7
21,24,9
21,25,7
21,26,4
21,27,9
21,28,6
21,29,4
21,30,6
21,31,6
21,32,4
21,33,4
21,36,7
21,38,4
21,39,4
21,41,9
21,44,10
21,45,7
21,47,10
21,58,7
22,1,10
22,2,10
22,3,7
22,4,4
22,5,4
22,6,9
22,7,4
22,8,4
22,9,8
22,10,10
22,11,4
22,12,9
22,13,7
22,14,4
22,15,7
22,16,8
22,17,6
22,18,4
22,19,8
22,20,7
22,21,7
22,22,10
22,23,6
22,24,8
22,25,4
22,26,7
22,27,7
22,28,4
22,29,4
22,30,9
22,31,4
22,40,6
22,42,6
22,46,4
22,47,7
22,51,10
23,1,8
23,2,8
23,3,7
23,4,10
23,5,9
23,6,8
23,7,6
23,8,7
23,9,4
23,10,8
23,11,9
23,12,8
23,13,10
23,14,9
23,15,7
23,16,6
23,17,10
23,18,7
23,19,4
23,20,6
23,21,9
23,22,9
23,23,9
23,24,7
23,25,10
23,26,7
23,27,4
23,28,10
23,29,6
23,30,9
23,32,9
23,33,10
23,36,7
23,42,10
23,43,10
23,47,6
23,52,8
24,1,10
24,2,7
24,3,6
24,4,9
24,5,7
24,6,7
24,7,4
24,8,10
24,9,6
24,10,6
24,11,4
24,12,7
24,13,4
24,14,8
24,15,7
24,16,4
24,17,6
24,18,8
24,19,7
24,20,4
24,21,8
24,22,9
24,23,6
24,24,9
24,25,4
24,26,4
24,27,6
24,28,4
24,29,4
24,30,7
24,31,6
24,34,9
24,38,6
24,44,4
24,45,4
24,51,10
25,1,8
